startup_id,startup_name,short_description,detailed_description,sector,sub_sectors,primary_technologies,secondary_technologies,years_of_operation,years_of_relevant_experience,team_size,team_capabilities,founder_experience_years,technical_team_percentage,annual_revenue,gross_margin_percentage,funding_stage,funding_amount,startup_stage,certifications,previous_government_projects,previous_enterprise_projects,successful_deployments,prototype_readiness,production_readiness,scalability_level,geographic_presence,headquarters_city,operating_states,preferred_deployment_locations,estimated_deployment_time_months,compliance_capability,support_capability,eligibility_status,capability_profile
965fa9bc-6792-40a6-8ac2-6d52ef732033,"Badami, Sandal and Acharya","Rural Development startup focusing on Renewable Tech, Mobile Tech, IoT","An innovative startup leveraging Renewable Tech, Mobile Tech, IoT to revolutionize rural development operations.",Rural Development,[],"['Renewable Tech', 'Mobile Tech', 'IoT']",[],11,6,3,Strong,22,78,10400000,77,Series B,10000000,MVP,"['None', 'CMMI']",4,12,1,True,True,Medium,National,Lucknow,"['Gujarat', 'Tamil Nadu']",Pan India,5,Basic,8x5,Complete,excellent_tech_excellent_exp
c1ce7d8c-3fda-47d5-af86-8b82cfbd5d8d,Venkatesh Group,"Infrastructure startup focusing on Computer Vision, IoT","Venkatesh Group specializes in Computer Vision, IoT combined with innovative software to solve infrastructure challenges.",Infrastructure,"['Renewable Energy', 'Logistics']","['Computer Vision', 'IoT']","['Route Optimization', 'Smart Grids']",1,1,29,Strong,4,38,17300000,28,Seed,4000000,Growth,"['CMMI', 'None']",4,2,14,False,False,Low,Local,Surat,"['Telangana', 'West Bengal', 'Maharashtra']",Pan India,9,Comprehensive,24x7,Complete,highly_specialized
2b90c422-34ec-4309-93be-b01b487375f6,Dutta LLC,"Defence startup focusing on Cybersecurity, Computer Vision","Dutta LLC specializes in Cybersecurity, Computer Vision combined with innovative software to solve defence challenges.",Defence,[],"['Cybersecurity', 'Computer Vision']",[],11,8,2,Strong,17,68,13000000,52,Seed,10000000,Mature,['None'],4,7,10,True,True,Low,Regional,Bengaluru,['Maharashtra'],Pan India,12,Advanced,24x7,Complete,excellent_tech_excellent_exp
81ac9840-7035-4b6f-934b-11f9dbd38236,Padmanabhan LLC,Disaster Management startup focusing on IoT,An innovative startup leveraging IoT to revolutionize disaster management operations.,Disaster Management,"['Water Management', 'Logistics']",['IoT'],"['IoT', 'Sensors']",8,6,33,Specialized,10,60,10700000,78,Series C,19000000,MVP,"['ISO 27001', 'CMMI']",5,20,10,True,True,Low,National,Guwahati,['Telangana'],Kolkata,9,Comprehensive,Community,Complete,established_weak_relevance
dbae877c-4e65-452a-999f-e83845a3dbf2,Sarin LLC,"Environment startup focusing on Satellite Imaging, IoT, Sensors","An innovative startup leveraging Satellite Imaging, IoT, Sensors to revolutionize environment operations.",Environment,"['Public Safety', 'Tourism']","['Satellite Imaging', 'IoT', 'Sensors']","['Computer Vision', 'Mobile Tech']",6,3,40,Average,13,32,34800000,27,Bootstrapped,19000000,Mature,"['None', 'ISO 27001']",2,4,6,True,True,High,National,Gurugram,"['Telangana', 'Delhi', 'Maharashtra', 'Tamil Nadu']",Pan India,2,Comprehensive,Community,Complete,highly_specialized
d0adbb40-8c8a-45c5-b3e8-0121af3c4777,Tank Ltd,"Infrastructure startup focusing on IoT, Computer Vision","Tank Ltd specializes in IoT, Computer Vision combined with innovative software to solve infrastructure challenges.",Infrastructure,['Smart City'],"['IoT', 'Computer Vision']",['IoT'],1,0,10,Strong,1,31,700000,33,Bootstrapped,16000000,Growth,"['CMMI', 'SOC 2']",0,1,0,False,False,Low,Local,Kolkata,['Tamil Nadu'],Noida,7,Basic,24x7,Complete,excellent_tech_low_exp
f9581d2f-9052-4a59-83fd-5d0f59bcbb0c,Ghosh and Sons,"Healthcare startup focusing on Data Analytics, Computer Vision","An innovative startup leveraging Data Analytics, Computer Vision to revolutionize healthcare operations.",Healthcare,"['Renewable Energy', 'Infrastructure']","['Data Analytics', 'Computer Vision']","['Predictive Maintenance', 'Predictive Analytics']",11,10,190,Specialized,23,36,15800000,62,Bootstrapped,0,MVP,['CMMI'],3,5,0,True,True,Medium,Regional,Jaipur,"['West Bengal', 'Maharashtra', 'Telangana', 'Karnataka']",Pan India,7,Advanced,Community,Complete,high_exp_weak_tech
736cf9a5-d44c-4d68-a551-776e80c55ad2,"Sridhar, Handa and Balay",Public Safety startup focusing on Computer Vision,We provide end-to-end public safety services powered by Computer Vision and a strong team of experts.,Public Safety,['Environment'],['Computer Vision'],['Sensors'],3,0,72,Specialized,13,36,14400000,10,Series B,19000000,Mature,"['CMMI', 'ISO 27001']",4,19,0,True,False,High,Local,Indore,"['UP', 'Delhi', 'Telangana', 'Tamil Nadu']",Delhi,9,Comprehensive,Community,Complete,excellent_tech_low_exp
764c9fa3-b482-4389-962c-ad38992f926b,Bora LLC,"Tourism startup focusing on Recommendation Systems, VR/AR","Bora LLC specializes in Recommendation Systems, VR/AR combined with innovative software to solve tourism challenges.",Tourism,"['Public Safety', 'Defence']","['Recommendation Systems', 'VR/AR']","['Robotics', 'IoT']",2,0,174,Average,16,84,18900000,64,Bootstrapped,18000000,Growth,"['ISO 27001', 'None']",4,7,4,True,True,Low,Regional,Nashik,"['West Bengal', 'Telangana', 'Delhi']",Bengaluru,2,Comprehensive,8x5,Complete,excellent_tech_low_exp
6ea920da-67c6-4346-ad4e-d34d5607adb3,"Sheth, Agrawal and Rai",Tourism startup focusing on Recommendation Systems,"Sheth, Agrawal and Rai specializes in Recommendation Systems combined with innovative software to solve tourism challenges.",Tourism,['Cybersecurity'],['Recommendation Systems'],['AI'],6,4,17,Average,15,54,14800000,21,Series C,5000000,Prototype,['SOC 2'],2,2,12,True,True,Low,Regional,Chennai,"['Telangana', 'UP']",Guwahati,6,Comprehensive,Community,Complete,highly_specialized
2179e5bc-931e-4c6f-8631-47cf55c2c4fe,Badami Inc,"Agriculture startup focusing on Satellite Imaging, Drones, IoT","Badami Inc specializes in Satellite Imaging, Drones, IoT combined with innovative software to solve agriculture challenges.",Agriculture,['Healthcare'],"['Satellite Imaging', 'Drones', 'IoT']",['Computer Vision'],2,2,28,Strong,20,39,16300000,65,Seed,11000000,Growth,['ISO 27001'],5,1,2,False,True,High,Regional,Indore,"['Karnataka', 'West Bengal', 'Maharashtra']",Pan India,5,Advanced,8x5,Complete,excellent_tech_excellent_exp
606152ad-12c5-48ae-a831-f5aeeefeaece,Hayer PLC,"Logistics startup focusing on Blockchain, Predictive Analytics, IoT","An innovative startup leveraging Blockchain, Predictive Analytics, IoT to revolutionize logistics operations.",Logistics,[],"['Blockchain', 'Predictive Analytics', 'IoT']",[],1,0,183,Specialized,15,45,9300000,30,Bootstrapped,4000000,Growth,['CMMI'],4,11,0,False,True,Low,Regional,Kolkata,['Maharashtra'],Hyderabad,1,Comprehensive,8x5,Complete,multi_sector
7228d63e-1137-4a1b-aed7-d6f582e7f874,Dhar Inc,"Rural Development startup focusing on IoT, Mobile Tech, Renewable Tech","Dhar Inc specializes in IoT, Mobile Tech, Renewable Tech combined with innovative software to solve rural development challenges.",Rural Development,[],"['IoT', 'Mobile Tech', 'Renewable Tech']",[],7,1,33,Strong,8,59,42000000,27,Bootstrapped,13000000,Mature,"['ISO 27001', 'CMMI']",3,8,2,True,True,High,National,Ahmedabad,"['Tamil Nadu', 'Delhi', 'Kerala']",Pan India,10,Comprehensive,24x7,Complete,excellent_tech_excellent_exp
46f9e081-db7d-4c3b-9683-00ebc5a1c0dc,"Hans, Naik and Walia",Governance startup focusing on Blockchain,"Hans, Naik and Walia specializes in Blockchain combined with innovative software to solve governance challenges.",Governance,"['Infrastructure', 'Tourism']",['Blockchain'],"['NLP', 'Computer Vision']",3,0,40,Average,20,35,50000000,70,Seed,2000000,Prototype,"['None', 'ISO 27001']",1,11,12,True,True,High,Local,Mumbai,"['Tamil Nadu', 'Delhi', 'Kerala', 'Gujarat']",Lucknow,5,Comprehensive,8x5,Complete,excellent_tech_low_exp
ee4224d7-6042-409d-902d-a3857533f509,"Deshpande, Varughese and Sankaran","Waste Management startup focusing on IoT, Sensors","Deshpande, Varughese and Sankaran specializes in IoT, Sensors combined with innovative software to solve waste management challenges.",Waste Management,[],"['IoT', 'Sensors']",[],15,15,59,Specialized,19,87,30100000,80,Series A,17000000,Mature,['None'],1,10,7,True,True,Medium,National,Ahmedabad,"['Telangana', 'Karnataka', 'UP', 'Kerala']",Pune,8,Advanced,Community,Complete,established_weak_relevance
5118f3ad-3d92-48b9-934e-99194ccdc296,Kamdar-Mutti,"Healthcare startup focusing on NLP, Data Analytics","An innovative startup leveraging NLP, Data Analytics to revolutionize healthcare operations.",Healthcare,['FinTech'],"['NLP', 'Data Analytics']",['Data Analytics'],8,6,102,Average,11,32,1700000,79,Series B,20000000,Early Revenue,['ISO 27001'],1,3,2,True,True,Low,Regional,Visakhapatnam,"['Maharashtra', 'Karnataka', 'UP', 'Telangana']",Ahmedabad,11,Advanced,8x5,Complete,high_exp_weak_tech
3649cb7c-cf88-4ee3-a121-057425eb4948,Thakur-Shere,"Defence startup focusing on Computer Vision, AI, Cybersecurity","Thakur-Shere specializes in Computer Vision, AI, Cybersecurity combined with innovative software to solve defence challenges.",Defence,[],"['Computer Vision', 'AI', 'Cybersecurity']",[],3,0,118,Strong,17,87,0,20,Series A,18000000,Early Revenue,['ISO 27001'],1,13,1,True,True,Medium,Local,Jaipur,"['Telangana', 'Gujarat']",Nagpur,8,Comprehensive,Community,Complete,excellent_tech_low_exp
88cbef43-f648-4a91-8a59-9107e940bc3f,Sane PLC,"Waste Management startup focusing on Computer Vision, IoT","We build Computer Vision, IoT systems for waste management applications, delivering scalable solutions and intelligent integration.",Waste Management,[],"['Computer Vision', 'IoT']",[],14,7,3,Average,25,77,30400000,80,Series C,11000000,Prototype,['ISO 27001'],0,0,12,True,True,Medium,National,Guwahati,"['Tamil Nadu', 'Karnataka']",Pan India,1,Advanced,24x7,Complete,highly_specialized
723e6eb8-ec76-441e-aa7d-85b674246820,Yadav Ltd,Cybersecurity startup focusing on Cryptography,Yadav Ltd specializes in Cryptography combined with innovative software to solve cybersecurity challenges.,Cybersecurity,[],['Cryptography'],[],1,1,14,Specialized,11,86,46500000,22,Series C,19000000,MVP,"['None', 'ISO 27001']",2,18,10,True,True,Medium,Regional,Mumbai,['Karnataka'],Indore,10,Comprehensive,8x5,Incomplete,incomplete_eligibility
88be41cc-64c2-4acd-8e79-9bd8d79676bf,Kapadia Inc,"Smart City startup focusing on Computer Vision, Data Analytics","An innovative startup leveraging Computer Vision, Data Analytics to revolutionize smart city operations.",Smart City,['Tourism'],"['Computer Vision', 'Data Analytics']",['Recommendation Systems'],12,7,61,Specialized,22,38,24500000,74,Seed,6000000,Mature,"['None', 'CMMI']",5,11,7,True,True,Low,Local,Bhopal,"['West Bengal', 'Kerala', 'UP', 'Maharashtra']",Jaipur,1,Basic,8x5,Complete,strong_sector_weak_scale
8b766bdc-91ef-4437-b035-63cd3e8c26fd,"Andra, Shanker and Chowdhury",FinTech startup focusing on NLP,An innovative startup leveraging NLP to revolutionize fintech operations.,FinTech,[],['NLP'],[],12,12,26,Strong,21,33,23500000,78,Seed,18000000,MVP,['SOC 2'],2,10,3,True,True,Low,Local,Coimbatore,['Karnataka'],Nagpur,11,Basic,24x7,Complete,high_exp_weak_tech
f4d19ad9-38cb-47c4-abb0-c1954bc2c092,"Contractor, Mangat and Tiwari","Renewable Energy startup focusing on ML, Smart Grids, IoT","We build ML, Smart Grids, IoT systems for renewable energy applications, delivering scalable solutions and intelligent integration.",Renewable Energy,[],"['ML', 'Smart Grids', 'IoT']",[],15,15,17,Average,25,51,40600000,27,Series B,10000000,Mature,"['None', 'CMMI']",1,2,5,True,True,High,National,Patna,"['Tamil Nadu', 'Telangana', 'Delhi', 'Karnataka']",Pan India,7,Comprehensive,8x5,Complete,established_weak_relevance
72dc8f71-346d-4bd9-8154-7594877c19b2,"Joshi, Biswas and Chahal","Smart City startup focusing on Edge Computing, Data Analytics","An innovative startup leveraging Edge Computing, Data Analytics to revolutionize smart city operations.",Smart City,"['Cybersecurity', 'Rural Development']","['Edge Computing', 'Data Analytics']","['Network Security', 'IoT']",5,3,9,Strong,12,75,5800000,21,Series C,0,MVP,['CMMI'],5,5,3,True,True,High,National,Coimbatore,"['Maharashtra', 'Gujarat']",Pan India,9,Comprehensive,24x7,Complete,highly_specialized
d065acb4-b2a5-42ea-9771-95daa2c0be1f,Chopra-Kara,Smart City startup focusing on Data Analytics,An innovative startup leveraging Data Analytics to revolutionize smart city operations.,Smart City,"['FinTech', 'Tourism']",['Data Analytics'],"['VR/AR', 'Blockchain']",9,6,44,Specialized,23,74,28100000,20,Series B,5000000,Prototype,"['ISO 27001', 'None']",0,10,7,True,True,Medium,National,Visakhapatnam,"['Maharashtra', 'Kerala']",Pan India,9,Comprehensive,24x7,Complete,multi_sector
050ebbdb-212a-4ffa-ad60-ce33d7fe58d9,"Barad, Verma and Basak","Defence startup focusing on Computer Vision, Robotics","Barad, Verma and Basak specializes in Computer Vision, Robotics combined with innovative software to solve defence challenges.",Defence,"['Environment', 'Waste Management']","['Computer Vision', 'Robotics']","['Sensors', 'Data Analytics']",11,9,9,Specialized,25,83,15000000,78,Seed,4000000,MVP,['None'],0,8,8,True,True,Medium,Regional,Nagpur,"['Telangana', 'Maharashtra']",Mumbai,6,Comprehensive,Community,Complete,high_exp_weak_tech
463f1e17-d14e-42e5-84a6-7d6810703834,"Doctor, Murty and Verma","Transportation startup focusing on Route Optimization, Predictive Maintenance, Computer Vision","Doctor, Murty and Verma specializes in Route Optimization, Predictive Maintenance, Computer Vision combined with innovative software to solve transportation challenges.",Transportation,"['Smart City', 'Cybersecurity']","['Route Optimization', 'Predictive Maintenance', 'Computer Vision']","['IoT', 'Threat Detection']",5,5,4,Specialized,8,45,25400000,55,Series A,6000000,Prototype,['ISO 27001'],3,10,1,True,True,Medium,Regional,Bhopal,"['Karnataka', 'UP']",Pan India,8,Advanced,24x7,Complete,highly_specialized
c786140b-2195-4eaa-a239-c6e15f86b494,Khare-Aggarwal,FinTech startup focusing on Fraud Detection,Khare-Aggarwal specializes in Fraud Detection combined with innovative software to solve fintech challenges.,FinTech,['Tourism'],['Fraud Detection'],['NLP'],2,1,20,Specialized,25,63,19300000,15,Seed,3000000,Prototype,"['SOC 2', 'None']",4,8,2,False,False,Low,Local,Patna,['Delhi'],Hyderabad,8,Basic,Community,Complete,excellent_tech_low_exp
1d52e6a4-0b54-48ba-9cd4-2887efc7526d,Nayak PLC,"Healthcare startup focusing on Data Analytics, Wearables, Computer Vision","We build Data Analytics, Wearables, Computer Vision systems for healthcare applications, delivering scalable solutions and intelligent integration.",Healthcare,['Public Safety'],"['Data Analytics', 'Wearables', 'Computer Vision']",['Biometrics'],3,1,8,Average,21,48,18500000,56,Series A,9000000,Prototype,"['CMMI', 'SOC 2']",1,9,6,True,True,High,Regional,Lucknow,['Tamil Nadu'],Nagpur,3,Advanced,8x5,Complete,excellent_tech_low_exp
47f87cec-6e88-4766-9c32-8fc607267aea,Badami-Pandit,"Cybersecurity startup focusing on Network Security, Cryptography","Badami-Pandit specializes in Network Security, Cryptography combined with innovative software to solve cybersecurity challenges.",Cybersecurity,[],"['Network Security', 'Cryptography']",[],15,3,28,Specialized,20,90,40200000,62,Series C,10000000,Early Revenue,['ISO 27001'],5,16,1,True,True,High,National,Bhubaneswar,['Kerala'],Pan India,12,Advanced,Community,Complete,strong_sector_weak_scale
0c77355d-fdf0-4e68-9f1b-39a0066f24d8,Bhalla-Chakraborty,"Agriculture startup focusing on ML, Satellite Imaging, Computer Vision","Bhalla-Chakraborty specializes in ML, Satellite Imaging, Computer Vision combined with innovative software to solve agriculture challenges.",Agriculture,"['Skill Development', 'Tourism']","['ML', 'Satellite Imaging', 'Computer Vision']","['NLP', 'Mobile Tech']",1,1,4,Strong,8,46,18600000,78,Seed,1000000,MVP,['ISO 27001'],5,11,15,False,True,Medium,National,Chennai,"['West Bengal', 'Kerala', 'Gujarat']",Patna,8,Advanced,24x7,Complete,early_stage_excellent_prototype
b647f0c7-91ab-4665-939b-1c5e45c7137f,Dhaliwal-Chandra,Public Safety startup focusing on Predictive Analytics,We provide end-to-end public safety services powered by Predictive Analytics and a strong team of experts.,Public Safety,"['Environment', 'Waste Management']",['Predictive Analytics'],"['Route Optimization', 'Data Analytics']",6,4,27,Strong,19,43,39700000,74,Series A,4000000,Prototype,['None'],2,11,0,True,True,High,National,Bengaluru,"['Tamil Nadu', 'Maharashtra', 'Kerala']",Pan India,7,Comprehensive,8x5,Incomplete,incomplete_eligibility
d3a6102e-af08-4333-831e-979f86fc7982,"Mitter, Manne and Toor","Waste Management startup focusing on Route Optimization, Sensors","An innovative startup leveraging Route Optimization, Sensors to revolutionize waste management operations.",Waste Management,['Tourism'],"['Route Optimization', 'Sensors']",['Recommendation Systems'],11,10,10,Strong,17,37,39700000,25,Series A,1000000,Early Revenue,['SOC 2'],1,13,3,True,True,Medium,Regional,Ahmedabad,"['Karnataka', 'West Bengal']",Patna,4,Comprehensive,24x7,Complete,high_exp_weak_tech
d31938b9-5aa8-45ec-a75c-5b0166da00f0,"Pradhan, Sibal and Ravel","Renewable Energy startup focusing on Predictive Analytics, ML, Smart Grids","An innovative startup leveraging Predictive Analytics, ML, Smart Grids to revolutionize renewable energy operations.",Renewable Energy,[],"['Predictive Analytics', 'ML', 'Smart Grids']",[],2,1,7,Strong,8,53,4700000,45,Series A,5000000,Growth,"['None', 'SOC 2']",5,20,15,True,True,Medium,Local,Nagpur,"['Karnataka', 'Kerala']",Pan India,4,Advanced,24x7,Complete,excellent_tech_low_exp
3d23c4f1-82c1-4807-8d0d-45ea09a70a54,"Manda, Shankar and Karpe","Rural Development startup focusing on Renewable Tech, Mobile Tech, Data Analytics","We build Renewable Tech, Mobile Tech, Data Analytics systems for rural development applications, delivering scalable solutions and intelligent integration.",Rural Development,[],"['Renewable Tech', 'Mobile Tech', 'Data Analytics']",[],7,3,5,Specialized,18,82,46600000,17,Seed,14000000,Mature,['ISO 27001'],2,10,1,True,True,Low,Local,Delhi,"['Telangana', 'UP', 'Karnataka', 'West Bengal']",New Delhi,8,Comprehensive,8x5,Complete,strong_tech_geo_mismatch
4a1107ea-0940-40d9-aa63-9da91d38ec1d,Varma-Sahota,"Education startup focusing on Machine Learning, NLP, Recommendation Systems","We provide end-to-end education services powered by Machine Learning, NLP, Recommendation Systems and a strong team of experts.",Education,['Smart City'],"['Machine Learning', 'NLP', 'Recommendation Systems']",['IoT'],8,8,50,Specialized,19,52,6200000,35,Seed,16000000,Growth,['ISO 27001'],4,20,5,True,True,High,National,Nagpur,"['Delhi', 'Gujarat', 'Maharashtra', 'West Bengal']",Lucknow,11,Comprehensive,8x5,Complete,high_exp_weak_tech
14931485-e893-43ef-98b9-1e5a03e47d3c,Viswanathan-Panchal,Renewable Energy startup focusing on IoT,"We build IoT systems for renewable energy applications, delivering scalable solutions and intelligent integration.",Renewable Energy,[],['IoT'],[],11,11,98,Average,16,84,31100000,32,Series B,7000000,Early Revenue,['SOC 2'],1,13,13,True,True,Low,National,Lucknow,['West Bengal'],Pan India,1,Comprehensive,24x7,Incomplete,incomplete_eligibility
b93e17f2-2166-4be1-abd5-f17b98362380,Kala-Lanka,"Healthcare startup focusing on Wearables, Medical AI, Data Analytics","Kala-Lanka specializes in Wearables, Medical AI, Data Analytics combined with innovative software to solve healthcare challenges.",Healthcare,"['Defence', 'Public Safety']","['Wearables', 'Medical AI', 'Data Analytics']","['IoT', 'Drones']",14,14,3,Specialized,24,65,18100000,80,Seed,2000000,Growth,"['None', 'CMMI']",2,12,15,True,True,Low,Regional,Kochi,"['Telangana', 'UP', 'Maharashtra']",Pan India,3,Basic,Community,Complete,high_exp_weak_tech
9ad1c9cd-39b8-4e6c-859f-8ee34e5c3e4f,Bedi Inc,"Logistics startup focusing on Route Optimization, Blockchain, IoT","We provide end-to-end logistics services powered by Route Optimization, Blockchain, IoT and a strong team of experts.",Logistics,[],"['Route Optimization', 'Blockchain', 'IoT']",[],10,8,7,Strong,22,41,49000000,55,Series C,10000000,MVP,"['ISO 27001', 'SOC 2']",1,20,15,True,True,Low,Local,Nagpur,['UP'],Pune,7,Comprehensive,24x7,Complete,high_exp_weak_tech
e305f70b-f209-42ac-ba50-453469a52b15,Bhalla-Golla,Environment startup focusing on Sensors,"We build Sensors systems for environment applications, delivering scalable solutions and intelligent integration.",Environment,[],['Sensors'],[],8,5,5,Specialized,10,44,16500000,29,Series B,5000000,Growth,['None'],5,12,7,True,True,High,National,Bhubaneswar,"['Kerala', 'Maharashtra', 'Telangana']",Coimbatore,8,Basic,24x7,Complete,multi_sector
a193fb03-bfc0-4c4b-906c-7d35e6469106,Walia-Basak,Waste Management startup focusing on Sensors,An innovative startup leveraging Sensors to revolutionize waste management operations.,Waste Management,['Tourism'],['Sensors'],['VR/AR'],6,0,8,Average,14,31,39200000,53,Series C,2000000,Mature,"['SOC 2', 'None']",2,14,15,True,True,Medium,Local,Pune,"['Karnataka', 'Telangana', 'UP', 'West Bengal']",New Delhi,3,Comprehensive,8x5,Incomplete,incomplete_eligibility
4933c185-4c0b-4c66-b3a1-d8edc4057425,Korpal and Sons,Agriculture startup focusing on Computer Vision,We provide end-to-end agriculture services powered by Computer Vision and a strong team of experts.,Agriculture,"['Disaster Management', 'Education']",['Computer Vision'],"['Predictive Analytics', 'Machine Learning']",2,0,37,Strong,20,63,29000000,68,Series B,6000000,Prototype,['CMMI'],3,15,7,True,True,Low,Regional,Nagpur,"['Karnataka', 'West Bengal', 'Telangana', 'Gujarat']",Patna,11,Comprehensive,24x7,Complete,multi_sector
02457445-7266-4707-9330-1ff751d0d270,Rai Inc,"FinTech startup focusing on AI, Data Analytics, Blockchain","An innovative startup leveraging AI, Data Analytics, Blockchain to revolutionize fintech operations.",FinTech,[],"['AI', 'Data Analytics', 'Blockchain']",[],2,2,50,Strong,9,37,9600000,13,Seed,1000000,MVP,['ISO 27001'],2,0,11,False,False,Medium,Regional,Patna,"['Tamil Nadu', 'West Bengal', 'Karnataka', 'Gujarat']",Pan India,3,Advanced,Community,Complete,strong_tech_geo_mismatch
92a82fc4-217f-45e6-90e2-89e206206a5d,Pandey-Karnik,"Rural Development startup focusing on Renewable Tech, Mobile Tech","We provide end-to-end rural development services powered by Renewable Tech, Mobile Tech and a strong team of experts.",Rural Development,['Water Management'],"['Renewable Tech', 'Mobile Tech']",['Machine Learning'],2,0,47,Specialized,3,46,19700000,54,Series A,1000000,Prototype,"['SOC 2', 'CMMI']",2,7,15,True,True,High,National,Bhopal,"['Kerala', 'Telangana', 'Delhi']",Pan India,2,Comprehensive,Community,Complete,excellent_tech_low_exp
9c23402e-6bd3-41d5-8ef2-88d7dfbc8202,"Kothari, Manne and Hari","FinTech startup focusing on NLP, AI, Fraud Detection","An innovative startup leveraging NLP, AI, Fraud Detection to revolutionize fintech operations.",FinTech,[],"['NLP', 'AI', 'Fraud Detection']",[],4,0,169,Strong,9,63,9100000,57,Seed,14000000,Growth,['CMMI'],2,7,2,True,False,High,Regional,Chandigarh,"['Kerala', 'Gujarat', 'Telangana']",Indore,4,Advanced,24x7,Complete,excellent_tech_excellent_exp
06fa0559-2a9f-4071-82d7-5b3e42b34265,Dutta-Dasgupta,"Environment startup focusing on IoT, Sensors","An innovative startup leveraging IoT, Sensors to revolutionize environment operations.",Environment,['Renewable Energy'],"['IoT', 'Sensors']",['Smart Grids'],10,1,8,Specialized,24,48,12400000,43,Seed,18000000,Early Revenue,"['None', 'ISO 27001']",4,17,5,True,True,Low,Local,Pune,"['UP', 'Kerala', 'Maharashtra']",Guwahati,12,Basic,Community,Incomplete,incomplete_eligibility
d84d8aba-aa92-4d2c-9cb1-e5974d705fd7,Kala PLC,"Infrastructure startup focusing on Predictive Maintenance, Sensors","We provide end-to-end infrastructure services powered by Predictive Maintenance, Sensors and a strong team of experts.",Infrastructure,"['Logistics', 'Tourism']","['Predictive Maintenance', 'Sensors']","['VR/AR', 'IoT']",1,1,4,Average,10,87,38900000,15,Series C,11000000,MVP,"['CMMI', 'SOC 2']",2,15,4,True,True,Low,Local,Pune,"['Tamil Nadu', 'Kerala', 'West Bengal']",Ahmedabad,2,Basic,Community,Complete,highly_specialized
9c663957-b2fb-49fd-b4d5-b29cf9bc2046,Maharaj LLC,"Skill Development startup focusing on VR/AR, Recommendation Systems, Machine Learning","An innovative startup leveraging VR/AR, Recommendation Systems, Machine Learning to revolutionize skill development operations.",Skill Development,[],"['VR/AR', 'Recommendation Systems', 'Machine Learning']",[],15,11,3,Specialized,24,55,17000000,60,Seed,10000000,Mature,"['CMMI', 'ISO 27001']",4,13,2,True,True,High,National,Noida,['Tamil Nadu'],Nashik,9,Advanced,8x5,Complete,highly_specialized
ad5850bc-7444-4d48-9e1f-e6e60f628a26,De LLC,"Environment startup focusing on Data Analytics, Sensors","De LLC specializes in Data Analytics, Sensors combined with innovative software to solve environment challenges.",Environment,"['Waste Management', 'Public Safety']","['Data Analytics', 'Sensors']",['IoT'],15,11,2,Specialized,17,32,42400000,62,Seed,6000000,Early Revenue,"['None', 'ISO 27001']",2,13,6,True,True,High,Local,Bengaluru,"['Delhi', 'West Bengal', 'Gujarat']",Patna,9,Comprehensive,Community,Complete,strong_sector_weak_scale
18228b21-94cc-4734-be2d-6a0e574ef6f4,Walia-Bahl,"Public Safety startup focusing on Predictive Analytics, Biometrics, Computer Vision","We build Predictive Analytics, Biometrics, Computer Vision systems for public safety applications, delivering scalable solutions and intelligent integration.",Public Safety,"['Smart City', 'Healthcare']","['Predictive Analytics', 'Biometrics', 'Computer Vision']","['Wearables', 'Edge Computing']",13,9,72,Average,17,42,22400000,46,Bootstrapped,9000000,MVP,"['ISO 27001', 'CMMI']",1,17,11,True,True,Low,Local,New Delhi,"['Kerala', 'UP', 'Telangana']",New Delhi,6,Comprehensive,8x5,Complete,highly_specialized
222bf57b-db50-4896-b4c1-2b7077df8f75,Dhaliwal-Varughese,Transportation startup focusing on IoT,Dhaliwal-Varughese specializes in IoT combined with innovative software to solve transportation challenges.,Transportation,[],['IoT'],[],2,2,2,Strong,2,44,29300000,23,Bootstrapped,7000000,MVP,"['CMMI', 'SOC 2']",3,2,3,False,False,Medium,Local,Kochi,"['Telangana', 'West Bengal', 'Tamil Nadu', 'Kerala']",Lucknow,4,Comprehensive,8x5,Complete,early_stage_excellent_prototype
3e5a9589-102f-4ad7-9e88-ff0fe4a753e1,"Sathe, Ratta and Srivastava",Defence startup focusing on Computer Vision,"We build Computer Vision systems for defence applications, delivering scalable solutions and intelligent integration.",Defence,['FinTech'],['Computer Vision'],['Blockchain'],15,5,47,Strong,19,75,8700000,40,Seed,1000000,MVP,"['CMMI', 'ISO 27001']",4,0,2,True,True,Medium,National,New Delhi,"['Telangana', 'Tamil Nadu']",Pune,1,Advanced,Community,Complete,highly_specialized
2f81b94b-fab0-4465-a701-bf212fa7ffb5,"Chana, Patil and Badami","Governance startup focusing on NLP, Blockchain","An innovative startup leveraging NLP, Blockchain to revolutionize governance operations.",Governance,['Infrastructure'],"['NLP', 'Blockchain']",['Sensors'],6,6,77,Strong,18,53,47900000,33,Series C,7000000,Mature,"['SOC 2', 'None']",3,20,4,True,True,Medium,National,Mumbai,"['Telangana', 'Gujarat']",Pan India,10,Comprehensive,24x7,Incomplete,incomplete_eligibility
